3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
15 12 3	..IIPOLL.CPOAADC.OJ.D...J.BFFFJ.B... I99 O96 L96 D98 C98 P97 B98 F98 
15 12 3	II..PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I97 O96 L96 D98 C99 P97 B98 F98 
15 12 3	.IIC.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I96 O96 L97 D98 C97 P99 B98 F98 
15 12 3	..IIPO..LLPOAADC.OJ.DC..J.BFFFJ.B... I99 O96 L94 D98 C99 P97 B98 F98 
15 12 3	.IIC.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I98 O96 L96 D97 C97 P99 B98 F98 
15 12 3	..DIIOLLDC.O.AACPOJ...P.J.BFFFJ.B... D96 O96 L96 A99 C98 P99 B98 F98 
15 12 3	.IIC..LL.C.OAAD.POJ.D.POJ.BFFFJ.B... I98 O95 L96 D98 C97 P99 B98 F98 
15 12 3	.II.POLL..POAADC.OJ.DC..J.BFFFJ.B... I98 P97 O96 L96 D98 C99 B98 F98 
15 12 3	..DII.LLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 O95 L96 C99 P99 B97 F98 
15 12 3	.IIC.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I98 O96 L96 D98 C97 P98 B98 F98 
15 12 3	..DII.LLD..O.AACPOJ..CPOJ.BFFFJ.B... D96 O95 L96 A99 C99 P99 B98 F98 
15 12 3	..DIIOLLD.POAA.CPOJ.BC..J.BFFFJ..... D96 O96 L96 C99 P98 B97 F98 
15 12 3	..DIIOLLDCPOAA.CPOJ.....J.BFFFJ.B... D96 O96 L96 C98 P98 B98 F98 
15 12 3	..DIIOLLD.PO.AACPOJ..C..J.BFFFJ.B... D96 O96 L96 A99 C99 P98 B98 F98 
15 12 3	IID..OJ.DLLOJAACPOJ.BCP...BFFF...... I97 O96 D98 L99 A99 C99 P99 J98 B99 F98 
15 12 3	..DII.LLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 O95 L96 C99 P98 B98 F98 
15 12 3	IID.....DLLOAA.CPOJ..CPOJ.BFFFJ.B... I97 O95 D98 L99 C99 P99 B98 F98 
15 12 3	IID..O..DLLO.AACPOJ..CP.J.BFFFJ.B... I97 O96 D98 L99 A99 C99 P99 B98 F98 
15 12 3	IID..O..DLLOJAACPOJ.BCP.J.BFFF...... I97 O96 D98 L99 A99 C99 P99 J99 B99 F98 
15 12 3	IID..OLLD..OAA.CPOJ.BCP.J.BFFFJ..... I97 O96 L96 D96 C99 P99 B97 F98 
15 12 3	IID.....DLLO.AACPOJ.BCPOJ.BFFFJ..... I97 O95 D98 L99 A99 C99 P99 B99 F98 
15 12 3	..DIIOLLD..OJAACPOJ..CP.J.BFFF..B... D96 O96 L96 A99 C99 P99 J99 B98 F98 
15 12 3	IID..OLLD.POAA.CPOJ..C..J.BFFFJ.B... I97 O96 L96 D96 C99 P98 B98 F98 
15 12 3	..D.IILLD..OAA.CPOJ..CPOJ.BFFFJ.B... D96 I99 O95 L96 C99 P99 B98 F98 
15 13 2	..DCIILLDC.OAA..POJ...POJ.BFFFJ.B... D96 I99 O95 L96 C97 P99 B98 F98 
15 12 3	..DIIOLLD..O.AACPOJ.BCP.J.BFFFJ..... D96 O96 L96 A99 C99 P99 B97 F98 
15 12 3	IID..OLLDC.OAA.CPOJ...P.J.BFFFJ.B... I97 O96 L96 D96 C98 P99 B98 F98 
15 12 3	..DIIOLLDC.OAA.CPOJ.B.P.J.BFFFJ..... D96 O96 L96 C98 P99 B97 F98 
15 12 3	IID..OLLD..O.AACPOJ..CP.J.BFFFJ.B... I97 O96 L96 A99 D96 C99 P99 B98 F98 
15 12 3	IID...LLD..OAA.CPOJ..CPOJ.BFFFJ.B... I97 O95 L96 D96 C99 P99 B98 F98 
15 12 3	II..POLL..POAADC.OJ.DC..J.BFFFJ.B... I97 O96 L96 D98 C99 P97 B98 F98 
15 12 3	..DII.LLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 O95 L96 C98 P99 B98 F98 
15 12 3	II..P..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I97 O95 L97 D98 C99 P97 B98 F98 
15 12 3	.II.P...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I98 O95 L98 D98 C99 P97 B98 F98 
15 12 3	..IIPO.LL.POAADC.OJ.DC..J.BFFFJ.B... I95 O96 L97 D98 C99 P97 B98 F98 
15 12 3	.II.PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I96 O96 L97 D98 C99 P97 B98 F98 
15 12 3	..IIP.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I99 O95 L96 D98 C99 P97 B98 F98 
15 12 3	..IIPOLLD.POAADC.OJ..C..J.BFFFJ.B... I99 O96 L96 D97 C99 P97 B98 F98 
15 11 4	...IIOLL.CPOAADCPOJ.D...J.BFFFJ.B... D98 O96 L96 C98 P98 B98 F98 
15 11 4	..II.O.LL.POAADCPOJ.DC..J.BFFFJ.B... I99 O96 L97 D98 C99 P98 B98 F98 
15 11 4	...IIO.LLCPOAADCPOJ.D...J.BFFFJ.B... D98 O96 L97 C98 P98 B98 F98 
15 11 4	..II.O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I99 O96 L97 D98 C98 P99 B98 F98 
15 11 4	...II..LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 O95 L97 C98 P99 B98 F98 
15 11 4	II....LL...OAADCPOJ.DCPOJ.BFFFJ.B... I97 L96 O95 D98 C99 P99 B98 F98 
15 11 4	..DIIOLLD..OAABCPOJ.BCP.J..FFFJ..... D96 O96 L96 C99 P99 B96 F98 
15 11 4	..II..LL...OAADCPOJ.DCPOJ.BFFFJ.B... I99 L96 O95 D98 C99 P99 B98 F98 
15 11 4	..II.OLLD..OAADCPOJ..CP.J.BFFFJ.B... I99 O96 L96 D97 C99 P99 B98 F98 
15 11 4	II......LL.OAADCPOJ.DCPOJ.BFFFJ.B... I97 L98 O95 D98 C99 P99 B98 F98 
15 11 4	II...OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I97 O96 L96 C98 D98 P99 B98 F98 
15 11 4	...II.LL..POAADCPOJ.DC.OJ.BFFFJ.B... D98 O95 L96 C99 P98 B98 F98 
15 11 4	.II..OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I98 O96 L96 C98 D98 P99 B98 F98 
