6 0 6	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
10 4 6	..D.II..D.LLAABCP.J.BCPOJFFF.OJ....O I99 C99 O99 P99 
10 4 6	..DII...D.LLAABCP.J.BCPOJ.FFFOJ....O C99 O99 P99 F99 
10 4 6	..DIIO..DLLOAABC.OJ.BC..JFFFP.J...P. C99 L99 O98 P99 
10 5 5	..DII...DLLOAABC.OJ.BC.OJFFFP.J...P. C99 L99 O97 P99 
10 4 6	..D.II..DLLOAABC.OJ.BCPOJFFFP.J..... I99 C99 L99 O99 
10 4 6	..DII...DLL.AABCP.J.BCPOJFFF.OJ....O C99 L99 O99 P99 
10 4 6	..DIIO..DLLOAABC.OJ.BCP.JFFFP.J..... C99 L99 O96 
10 3 7	..D.II..DCLLAABCPOJ.B.POJ.FFFOJ..... I99 P99 F99 
9 4 5	..D.II..DCLLAABCP.J.B.POJ.FFFOJ....O I99 O99 P99 F99 
11 4 7	..DII...DLL.AABCPOJ.BCPOJFFF.OJ..... C99 L99 P97 
11 5 6	..DII...DLL.AABCP.J.BCPOJ.FFFOJ....O C99 L99 O99 P99 F99 
11 3 8	..D.II..D.LLAABCPOJ.BCPOJFFF.OJ..... I99 C99 P99 
10 4 6	..DCII..DCLLAAB.POJ.B.POJFFF.OJ..... I99 C97 P99 
11 5 6	..DIIO..DLLOAABC.OJ.BC..JFFFP.J...P. C99 L99 O96 P99 
11 4 7	..D.II..DLL.AABCPOJ.BCPOJFFF.OJ..... I99 C99 L99 P99 
11 5 6	..DCII..DCLLAAB.POJ.B.POJ.FFFOJ..... I99 C97 P99 F99 
11 5 6	..D.II..DLL.AABCP.J.BCPOJFFF.OJ....O I99 C99 L99 O99 P99 
11 5 6	..D.II..DLLOAABC.OJ.BC.OJFFFP.J...P. I99 C99 L99 O99 P99 
11 5 6	..D.II..DLLOAABC.OJ.BC.OJFFFP.J...P. I99 C99 L99 O99 P99 
12 4 8	..DII...DCLLAABCPOJ.B.POJ.FFFOJ..... O98 P99 F99 
12 4 8	..D.II..D.LLAABCPOJ.BCPOJ.FFFOJ..... I99 C99 P99 F99 
11 5 6	..D.II..D.LLAABCP.J.BCPOJ.FFFOJ....O I99 C99 O99 P99 F99 
12 5 7	..DII...DLLOAABCPOJ.BCPOJFFF..J..... C99 L99 O99 P97 
12 6 6	..D.II..D.LLAABCP.J.BCPOJ.FFFOJ....O I99 C97 O99 P99 F99 
12 6 6	..DCII..DCLLAAB.POJ.B.POJ.FFFOJ..... I99 C99 O98 P99 F99 
12 5 7	..DII...DLL.AABCPOJ.BCPOJ.FFFOJ..... C99 L99 P97 F99 
12 6 6	..D.II..DLL.AABCP.J.BCPOJ.FFFOJ....O I99 C99 L99 O99 P99 F99 
12 4 8	..DII...D.LLAABCPOJ.BCPOJFFF.OJ..... I98 C99 P99 
12 5 7	..D.II..DLL.AABCPOJ.BCPOJ.FFFOJ..... I99 C99 L99 P99 F99 
13 5 8	..DII...DCLLAABCPOJ.B.POJFFF.OJ..... O98 P99 F98 
13 5 8	..D.II..DLLOAABCPOJ.BCPOJFFF..J..... I99 C99 L99 O99 P99 
13 5 8	..DII...D.LLAABCPOJ.BCPOJFFF.OJ..... C99 L98 P97 
13 5 8	..DIIO..DLLOAABCPOJ.BCP.JFFF..J..... C99 L99 O98 P97 
14 6 8	..DII...DLLOAABCPOJ.BCPOJ..FFFJ..... C99 L99 O99 P97 F98 
13 7 6	..DII...DLLOAA.CPOJ.BCPOJ.BFFFJ..... C99 L99 B99 O99 P97 F98 
13 7 6	..DII...DLLOAA.CPOJ..CPOJ.BFFFJ.B... C99 L99 B98 O99 P97 F98 
14 6 8	..DII...D.LLAABCPOJ.BCPOJ.FFFOJ..... C99 L98 P97 F99 
14 6 8	..DIIO..DLLOAABCPOJ.BCP.J..FFFJ..... C99 L99 O98 P97 F98 
13 7 6	..DIIO..DLLOAA.CPOJ..CP.J.BFFFJ.B... C99 L99 B98 O98 P97 F98 
14 8 6	..D.II..DLLOAA.CPOJ..CPOJ.BFFFJ.B... I99 C99 L99 B98 O99 P97 F98 
14 8 6	..DII...DLLO.AACPOJ..CPOJ.BFFFJ.B... C99 L99 A99 B98 O99 P97 F98 
14 8 6	..DIIO..DLLOAA.CPOJ..CP.J.BFFFJ.B... C99 L99 B98 O98 P97 F98 
14 8 6	..DIIO..DLLO.AACPOJ..CP.J.BFFFJ.B... C99 L99 A99 B98 O98 P97 F98 
14 8 6	..DIIO..DLLOAA.CPOJ.BCP.J.BFFFJ..... C99 L99 B99 O98 P97 F98 
14 6 8	..D.II..DLLOAABCPOJ.BCPOJ..FFFJ..... I99 C99 L99 O99 P99 F98 
13 7 6	..D.II..DLLOAA.CPOJ.BCPOJ.BFFFJ..... I99 C99 L99 B99 O99 P99 F98 
14 8 6	..D.II..DLLOAA.CPOJ.BCPOJ.BFFFJ..... I99 C99 L99 B99 O99 P97 F98 
14 8 6	..D.II..DLLO.AACPOJ.BCPOJ.BFFFJ..... I99 C99 L99 A99 B99 O99 P99 F98 
14 6 8	..D.II..DLLOAABCPOJ.BCPOJ.FFF.J..... I99 C99 L99 O99 P99 F99 
14 6 8	..DIIO..DLLOAABCPOJ.BCP.J.FFF.J..... C99 L99 O96 P99 F99 
14 7 7	..DII...DLLOAABCPOJ.BCPOJ.FFF.J..... I98 C99 L99 O99 P99 F99 
14 6 8	..D.II..DLLOAABCPOJ.BCPOJ.FFF.J..... I99 C99 L99 O99 P99 F99 
15 9 6	J.DII.J.DLLOJAACPO...CPO..BFFF..B... C99 L99 A99 B98 O99 J97 P97 F98 
15 7 8	..D.II..DLLOAABCPOJ.BCPOJ.FFF.J..... I99 C99 L99 O97 P99 F99 
15 8 7	...II...DLLOAADCPOJ..CPOJ.BFFFJ.B... D99 L99 O99 C99 P97 B98 F98 
15 9 6	..D.IIJ.DLLOJAACPOJ.BCPO..BFFF...... I99 C99 L99 A99 B99 O99 J98 P99 F98 
15 9 6	..DIIO..DLLO.AACPOJ.BCP.J.BFFFJ..... C99 L99 A99 B97 O98 P97 F98 
15 9 6	..D.II..DLLO.AACPOJ..CPOJ.BFFFJ.B... I99 C99 L99 A99 B98 O99 P97 F98 
15 9 6	..DII...DLLO.AACPOJ.BCPOJ.BFFFJ..... C99 L99 A99 B97 O99 P97 F98 
15 8 7	...IIO..DLLOAADCPOJ..CP.J.BFFFJ.B... D99 O98 L99 C99 P97 B98 F98 
15 9 6	J.DIIOJ.DLLOJAACPO...CP...BFFF..B... C99 L99 A99 B98 O98 J97 P97 F98 
15 9 6	..DIIOJ.DLLOJAACPOJ..CP...BFFF..B... C99 L99 A99 B98 O98 J98 P97 F98 
15 9 6	..D.II..DLLOJAACPOJ.BCPOJ.BFFF...... I99 C99 L99 A99 B99 O99 J99 P99 F98 
15 9 6	..DII.J.DLLOJAACPOJ..CPO..BFFF..B... C99 L99 A99 B98 O99 J98 P97 F98 
15 9 6	..DIIO..DLLOJAACPOJ..CP.J.BFFF..B... C99 L99 A99 B98 O98 J99 P97 F98 
15 9 6	..DII...DLLOJAACPOJ..CPOJ.BFFF..B... C99 L99 A99 B98 O99 J99 P97 F98 
15 9 6	J.D.IIJ.DLLOJAACPO..BCPO..BFFF...... I99 C99 L99 A99 B99 O99 J97 P99 F98 
16 10 6	J.DII.J.DLLOJAACPO..BCPO..BFFF...... C99 L99 A99 B97 O99 J97 P97 F98 
16 10 6	J.D.IIJ.DLLOJAACPO...CPO..BFFF..B... I99 C99 L99 A99 B98 O99 J97 P97 F98 
16 10 6	..D.II..DLLOJAACPOJ..CPOJ.BFFF..B... I99 C99 L99 A99 B98 O99 J99 P97 F98 
16 8 8	...II....LLOAADCPOJ.DCPOJ.BFFFJ.B... D98 L99 O99 C99 P97 B98 F98 
16 9 7	II......DLLOAADCPOJ..CPOJ.BFFFJ.B... I97 D99 L99 O99 C99 P97 B98 F98 
16 10 6	..DIIOJ.DLLOJAACPOJ.BCP...BFFF...... C99 L99 A99 B97 O98 J98 P97 F98 
16 10 6	..D.IIJ.DLLOJAACPOJ..CPO..BFFF..B... I99 C99 L99 A99 B98 O99 J98 P99 F98 
16 10 6	..DII.J.DLLOJAACPOJ.BCPO..BFFF...... I98 C99 L99 A99 B99 O99 J98 P99 F98 
16 10 6	IID.....DLLOAA.CPOJ..CPOJ.BFFFJ.B... I97 D98 L99 O99 C99 P97 B98 F98 
16 10 6	..DII...DLLOJAACPOJ.BCPOJ.BFFF...... C99 L99 A99 B97 O99 J99 P97 F98 
16 9 7	II...O..DLLOAADCPOJ..CP.J.BFFFJ.B... I97 O98 D99 L99 C99 P97 B98 F98 
16 10 6	J.DIIOJ.DLLOJAACPO..BCP...BFFF...... C99 L99 A99 B97 O98 J97 P97 F98 
16 10 6	IID..O..DLLOAA.CPOJ..CP.J.BFFFJ.B... I97 O98 D98 L99 C99 P97 B98 F98 
16 10 6	..DIIO..DLLOJAACPOJ.BCP.J.BFFF...... C99 L99 A99 B97 O98 J99 P97 F98 
16 9 7	....II..DLLOAADCPOJ..CPOJ.BFFFJ.B... D99 I99 L99 O99 C99 P97 B98 F98 
16 8 8	....II..DLLOAADCPOJ.BCPOJ.BFFFJ..... D99 I99 L99 O99 C99 P99 B99 F98 
17 9 8	.II..O..DLLOAADCPOJ..CP.J.BFFFJ.B... I98 O98 D99 L99 C99 P97 B98 F98 
17 9 8	...II..LL..OAADCPOJ.DCPOJ.BFFFJ.B... D98 L97 O99 C99 P97 B98 F98 
17 9 8	..II....DLLOAADCPOJ..CPOJ.BFFFJ.B... I99 D99 L99 O99 C99 P97 B98 F98 
17 9 8	II......DLLOAADCPOJ.BCPOJ.BFFFJ..... I95 D99 L99 O99 C99 P99 B99 F98 
16 10 6	IID.....DLLOAA.CPOJ.BCPOJ.BFFFJ..... I95 D98 L99 O99 C99 P99 B99 F98 
17 9 8	.II.....DLLOAADCPOJ.BCPOJ.BFFFJ..... I96 D99 L99 O99 C99 P99 B99 F98 
17 9 8	...IIO..DLLOAADCPOJ.BCP.J.BFFFJ..... D99 O98 L99 C99 P97 B99 F98 
17 11 6	IID.....DLLO.AACPOJ.BCPOJ.BFFFJ..... I95 D98 L99 O99 A99 C99 P99 B99 F98 
17 9 8	..II....DLLOAADCPOJ.BCPOJ.BFFFJ..... I97 D99 L99 O99 C99 P99 B99 F98 
17 9 8	...II...DLLOAADCPOJ.BCPOJ.BFFFJ..... I98 D99 L99 O99 C99 P99 B99 F98 
17 9 8	.II.....DLLOAADCPOJ..CPOJ.BFFFJ.B... I98 D99 L99 O99 C99 P97 B98 F98 
17 11 6	IID.....DLLO.AACPOJ..CPOJ.BFFFJ.B... I97 D98 L99 O99 A99 C99 P97 B98 F98 
17 11 6	IID..O..DLLOAA.CPOJ..CP.J.BFFFJ.B... I97 D98 L99 O98 C99 P97 B98 F98 
17 11 6	IID..O..DLLO.AACPOJ..CP.J.BFFFJ.B... I97 O98 D98 L99 A99 C99 P97 B98 F98 
17 9 8	II.......LLOAADCPOJ.DCPOJ.BFFFJ.B... I97 L99 O99 D98 C99 P97 B98 F98 
17 9 8	...II...LL.OAADCPOJ.DCPOJ.BFFFJ.B... D98 L98 O99 C99 P97 B98 F98 
17 9 8	.II......LLOAADCPOJ.DCPOJ.BFFFJ.B... I98 L99 O99 D98 C99 P97 B98 F98 
17 9 8	..II.....LLOAADCPOJ.DCPOJ.BFFFJ.B... I99 L99 O99 D98 C99 P97 B98 F98 
17 11 6	IID.....DLLOAA.CPOJ.BCPOJ.BFFFJ..... I97 D98 L99 O99 C99 P97 B97 F98 
17 11 6	IID..O..DLLOAA.CPOJ.BCP.J.BFFFJ..... I97 O98 D98 L99 C99 P97 B97 F98 
17 9 8	....II...LLOAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L99 O99 C99 P97 B98 F98 
17 9 8	...II.LL...OAADCPOJ.DCPOJ.BFFFJ.B... D98 L96 O99 C99 P97 B98 F98 
16 10 6	..DII.LLD..OAA.CPOJ..CPOJ.BFFFJ.B... D96 L96 O99 C99 P97 B98 F98 
17 10 7	...II.LLD..OAADCPOJ..CPOJ.BFFFJ.B... D97 L96 O99 C99 P97 B98 F98 
17 11 6	..D.IILLD..OAA.CPOJ..CPOJ.BFFFJ.B... D96 I99 L96 O99 C99 P97 B98 F98 
16 12 4	..DCIILLDC.OAA..POJ...POJ.BFFFJ.B... D96 I99 L96 O99 C97 P97 B98 F98 
17 11 6	..DII.LLD..O.AACPOJ..CPOJ.BFFFJ.B... D96 L96 O99 A99 C99 P97 B98 F98 
17 12 5	..D.IILLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 C98 P97 B98 F98 
17 13 4	..DCIILLDC.O.AA.POJ...POJ.BFFFJ.B... D96 I99 L96 O99 A99 C97 P97 B98 F98 
17 13 4	..DCIILLDCPOAA..POJ....OJ.BFFFJ.B... D96 I99 L96 O99 C97 P96 B98 F98 
17 13 4	..DCIILLDC.OAA..POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 C97 P97 B97 F98 
17 13 4	..DCIILLDC.O..AAPOJ...POJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P97 B98 F98 
17 11 6	..DII.LLDC.OAA.CPOJ...POJ.BFFFJ.B... D96 L96 O99 C98 P97 B98 F98 
17 11 6	..DII.LLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 L96 O99 C99 P96 B98 F98 
17 11 6	..DII.LLD..OAA.CPOJ.BCPOJ.BFFFJ..... D96 L96 O99 C99 P97 B97 F98 
17 11 6	..DIIOLLD..OAA.CPOJ..CP.J.BFFFJ.B... D96 L96 O98 C99 P97 B98 F98 
18 10 8	....IILL...OAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L96 O99 C99 P97 B98 F98 
17 11 6	...CIILL.C.OAAD.POJ.D.POJ.BFFFJ.B... D98 I99 L96 O99 C97 P97 B98 F98 
18 12 6	..DII.LLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 L96 O99 C99 P96 B97 F98 
18 11 7	....IILL.C.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 L96 O99 C98 P97 B98 F98 
18 10 8	II......LL.OAADCPOJ.DCPOJ.BFFFJ.B... I97 L98 O99 D98 C99 P97 B98 F98 
17 11 6	II..P...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I97 L98 O99 D98 C99 P95 B98 F98 
18 12 6	IID..OJ.DLLOJAACPOJ..CP...BFFF..B... I97 O98 D98 L99 A99 C99 P97 J98 B98 F98 
18 12 6	...CIILL.CPOAAD.POJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C97 P96 B98 F98 
18 10 8	II......DLLOAADCPOJ.BCPOJ.BFFFJ..... I97 D99 L99 O99 C99 P97 B97 F98 
18 12 6	IID..O..DLLOJAACPOJ..CP.J.BFFF..B... I97 O98 D98 L99 A99 C99 P97 J99 B98 F98 
18 12 6	II..PO..LLPOAADC.OJ.DC..J.BFFFJ.B... I97 L98 O98 D98 C99 P95 B98 F98 
18 10 8	.II....LL..OAADCPOJ.DCPOJ.BFFFJ.B... I98 L97 O99 D98 C99 P97 B98 F98 
17 11 6	.IIC...LLC.OAAD.POJ.D.POJ.BFFFJ.B... I98 L97 O99 D98 C97 P97 B98 F98 
16 12 4	.IICP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C97 P95 B98 F98 
17 11 6	.II.P..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I98 L97 O99 D98 C99 P95 B98 F98 
17 13 4	.IICPO.LLCPOAAD..OJ.D...J.BFFFJ.B... I98 L97 O98 D98 C97 P95 B98 F98 
17 13 4	II.CP..LLCPOAAD..OJ.D..OJ.BFFFJ.B... I97 C97 P95 L97 O99 D98 B98 F98 
17 12 5	.II.P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C98 P95 B98 F98 
18 12 6	..IIP..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I97 L97 O99 D98 C99 P95 B98 F98 
18 14 4	.IICPOLL.CPOAAD..OJ.D...J.BFFFJ.B... I98 L96 O98 D98 C97 P95 B98 F98 
18 13 5	.II.P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C98 P95 B98 F98 
18 13 5	II..P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I97 P95 L97 C98 O99 D98 B98 F98 
18 12 6	.II.P.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I98 L96 O99 D98 C99 P95 B98 F98 
17 13 4	.IICP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C97 P95 B98 F98 
18 12 6	II..P.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I97 L96 O99 D98 C99 P95 B98 F98 
17 13 4	II.CP.LL.CPOAAD..OJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C97 P95 B98 F98 
16 14 2	IIDCP.LLDCPOAA...OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P95 B98 F98 
17 14 3	II.CP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I97 L96 O99 D97 C97 P95 B98 F98 
17 15 2	IIDCPOLLDCPOAA...OJ.....J.BFFFJ.B... I97 L96 O98 D96 C97 P95 B98 F98 
17 15 2	IIDCP.LLDCPO.AA..OJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P95 B98 F98 
17 15 2	IIDCP.LLDCPO..AA.OJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P95 B98 F98 
17 15 2	IIDCP.LLDCPO...AAOJ....OJ.BFFFJ.B... I97 L96 O99 A97 D96 C97 P95 B98 F98 
17 15 2	IIDCP.LLDCPOAA...OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P95 B97 F98 
18 14 4	.IICP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P95 B98 F98 
18 13 5	..D.IILLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 C98 P96 B98 F98 
18 13 5	II..P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 L96 O99 D98 C98 P95 B98 F98 
17 14 3	IID.P.LLDCPOAA.C.OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C98 P95 B98 F98 
18 10 8	..II...LL..OAADCPOJ.DCPOJ.BFFFJ.B... I99 L97 O99 D98 C99 P97 B98 F98 
18 11 7	.II....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I98 L97 O99 D98 C99 P96 B98 F98 
17 12 5	.IIC...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C97 P96 B98 F98 
18 11 7	..II...LL.POAADCPOJ.DC.OJ.BFFFJ.B... I99 L97 O99 D98 C99 P96 B98 F98 
18 11 7	.II....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I98 L97 O99 D98 C98 P97 B98 F98 
18 12 6	.II....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I98 L97 O99 D98 C98 P96 B98 F98 
18 13 5	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I98 L97 O98 D98 C97 P96 B98 F98 
18 11 7	...II.LLDC.OAADCPOJ...POJ.BFFFJ.B... D97 L96 O99 C98 P97 B98 F98 
18 10 8	....II.LL..OAADCPOJ.DCPOJ.BFFFJ.B... D98 I99 L97 O99 C99 P97 B98 F98 
18 11 7	....II.LLC.OAADCPOJ.D.POJ.BFFFJ.B... D98 I99 L97 O99 C98 P97 B98 F98 
18 11 7	....IILLD..OAADCPOJ..CPOJ.BFFFJ.B... D97 I99 L96 O99 C99 P97 B98 F98 
17 12 5	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D97 I99 L96 O99 C97 P97 B98 F98 
18 16 2	IIDCP.LLDCPO..AA.OJ.B..OJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P95 B97 F98 
18 12 6	.II.P...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I96 L98 O99 D98 C99 P95 B98 F98 
18 12 6	..IIP...LLPOAADC.OJ.DC.OJ.BFFFJ.B... I95 L98 O99 D98 C99 P95 B98 F98 
18 15 3	IID.POLLDCPOAA.C.OJ.....J.BFFFJ.B... I97 L96 O98 D96 C98 P95 B98 F98 
18 15 3	IID.P.LLDCPOAA.C.OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P95 B97 F98 
18 11 7	II......LLPOAADCPOJ.DC.OJ.BFFFJ.B... I97 L98 O99 D98 C99 P96 B98 F98 
18 10 8	...IIO..LL.OAADCPOJ.DCP.J.BFFFJ.B... D98 L98 O98 C99 P97 B98 F98 
18 14 4	..DCIILLDC.O..AAPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A98 C97 P97 B97 F98 
18 16 2	II.CP.LL.CPO..DAAOJ.D..OJ.BFFFJ.B... I97 L96 O99 A97 D94 C97 P95 B98 F98 
18 16 2	IIDCP.LLDCPO...AAOJ.B..OJ.BFFFJ..... I97 L96 O99 A97 D96 C97 P95 B97 F98 
18 16 2	IIDCP.LLDCPOJ..AAOJ....OJ.BFFF..B... I97 L96 O99 A97 D96 C97 P95 J99 B98 F98 
18 16 2	IIDCP.LLDCPO.AA..OJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P95 B97 F98 
18 16 2	IIDCP.LLDCPOJ.AA.OJ....OJ.BFFF..B... I97 L96 O99 A98 D96 C97 P95 J99 B98 F98 
18 16 2	II.CP.LLDCPO..DAAOJ....OJ.BFFFJ.B... I97 L96 O99 A97 D95 C97 P95 B98 F98 
18 11 7	II....LLD..OAADCPOJ..CPOJ.BFFFJ.B... I97 L96 D97 O99 C99 P97 B98 F98 
17 12 5	II..P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 L96 D97 O99 C99 P95 B98 F98 
17 13 4	II..P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I97 L96 D97 O99 C98 P95 B98 F98 
18 13 5	II..POLLD.POAADC.OJ..C..J.BFFFJ.B... I97 L96 D97 O98 C99 P95 B98 F98 
17 14 3	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 L96 D97 O98 C97 P95 B98 F98 
18 14 4	II..POLLDCPOAADC.OJ.....J.BFFFJ.B... I97 L96 D97 O98 C98 P95 B98 F98 
18 10 8	II.....LL..OAADCPOJ.DCPOJ.BFFFJ.B... I97 L97 O99 D98 C99 P97 B98 F98 
17 11 6	II..P..LL.POAADC.OJ.DC.OJ.BFFFJ.B... I97 L97 O99 D98 C99 P95 B98 F98 
18 11 7	II.....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I97 L97 O99 D98 C98 P97 B98 F98 
18 12 6	II..PO.LL.POAADC.OJ.DC..J.BFFFJ.B... I97 L97 O98 D98 C99 P95 B98 F98 
17 13 4	II.CPO.LLCPOAAD..OJ.D...J.BFFFJ.B... I97 L97 O98 D98 C97 P95 B98 F98 
18 12 6	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C98 P96 B98 F98 
18 12 6	..DII.LLDC.OAA.CPOJ.B.POJ.BFFFJ..... D96 L96 O99 C98 P97 B97 F98 
18 13 5	II.C...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I97 L97 O99 D98 C97 P96 B98 F98 
18 16 2	IIDCPOLLDCPO...AAOJ.....J.BFFFJ.B... I97 L96 O98 A97 D96 C97 P95 B98 F98 
18 16 2	IIDCPOLLDCPO..AA.OJ.....J.BFFFJ.B... I97 L96 O98 A98 D96 C97 P95 B98 F98 
18 12 6	IID...J.DLLOJAACPOJ.BCPO..BFFF...... I95 D98 L99 O99 A99 C99 P99 J98 B99 F98 
18 12 6	..DII.LLDCPOAA.CPOJ....OJ.BFFFJ.B... D96 L96 O99 C98 P96 B98 F98 
18 16 2	IIDCPOLLDCPO.AA..OJ.....J.BFFFJ.B... I97 L96 O98 A99 D96 C97 P95 B98 F98 
18 12 6	..DIIOLLDC.OAA.CPOJ...P.J.BFFFJ.B... D96 L96 O98 C98 P97 B98 F98 
18 10 8	..II.O...LLOAADCPOJ.DCP.J.BFFFJ.B... I99 L99 O98 D98 C99 P97 B98 F98 
